Detector;Time;qPKW;vPKW
402:5Din;960;99;48
402:8Din;960;8;48
404:11Din;960;49;49
404:13Din;960;116;50
404:15Din;960;106;52
404:17Din;960;3;49
404:1Din;960;138;50
404:20Din;960;91;49
404:21Din;960;164;50
404:23Din;960;153;49
404:3Din;960;151;49
404:5Din;960;52;49
404:8Din;960;152;50
404:9Din;960;120;50
502:11Din;960;154;50
502:13Din;960;108;52
502:15Din;960;41;50
502:17Din;960;85;49
502:19Din;960;114;48
502:1Din;960;82;50
502:21Din;960;197;49
502:23Din;960;129;48
502:3Din;960;109;49
502:5Din;960;138;50
502:7Din;960;168;49
502:9Din;960;79;48
601:11Din;960;57;48
601:13Din;960;49;51
601:15Din;960;4;50
601:17Din;960;20;50
601:1Din;960;59;51
601:5Din;960;1;47
601:7Din;960;39;47
302:11Din;1020;108;48
302:13Din;1020;41;49
302:15Din;1020;75;50
302:17Din;1020;24;53
302:19Din;1020;29;48
302:1Din;1020;9;48
302:21Din;1020;76;49
302:22Din;1020;27;50
302:24Din;1020;51;50
302:25Din;1020;81;50
302:27Din;1020;252;53
302:29Din;1020;127;50
302:3Din;1020;61;49
302:5Din;1020;144;49
302:7Din;1020;112;49
302:9Din;1020;181;48
306:11Din;1020;108;47
306:13Din;1020;119;51
306:15Din;1020;36;48
306:17Din;1020;46;48
306:19Din;1020;9;48
306:1Din;1020;220;50
306:21Din;1020;48;48
306:23Din;1020;103;50
306:25Din;1020;47;50
306:27Din;1020;166;49
306:29Din;1020;116;50
306:3Din;1020;225;49
306:5Din;1020;182;47
306:7Din;1020;45;49
306:9Din;1020;94;49
402:10Din;1020;105;47
402:12Din;1020;101;48
402:14Din;1020;66;50
402:16Din;1020;71;51
402:18Din;1020;36;49
402:1Din;1020;155;50
402:3Din;1020;156;50
402:5Din;1020;118;48
402:8Din;1020;5;50
404:11Din;1020;35;49
404:13Din;1020;94;47
404:15Din;1020;75;48
404:17Din;1020;1;49
404:1Din;1020;169;49
404:20Din;1020;81;50
404:21Din;1020;220;48
404:23Din;1020;150;48
404:3Din;1020;143;49
404:5Din;1020;48;49
404:8Din;1020;166;48
404:9Din;1020;131;49
502:11Din;1020;183;52
502:13Din;1020;115;48
502:15Din;1020;37;48
502:17Din;1020;127;49
502:19Din;1020;124;49
502:1Din;1020;127;48
502:21Din;1020;233;49
502:23Din;1020;136;52
502:3Din;1020;121;49
502:5Din;1020;166;48
502:7Din;1020;187;48
502:9Din;1020;110;46
601:11Din;1020;74;52
601:13Din;1020;68;48
601:15Din;1020;5;46
601:17Din;1020;17;50
601:1Din;1020;58;50
601:5Din;1020;1;51
601:7Din;1020;48;51
302:11Din;1080;145;48
302:13Din;1080;77;49
302:15Din;1080;104;49
302:17Din;1080;31;49
302:19Din;1080;49;49
302:1Din;1080;8;48
302:21Din;1080;115;50
302:22Din;1080;67;50
302:24Din;1080;59;47
302:25Din;1080;113;48
302:27Din;1080;307;51
302:29Din;1080;189;48
302:3Din;1080;20;50
302:5Din;1080;180;53
302:7Din;1080;196;50
302:9Din;1080;254;50
306:11Din;1080;96;48
306:13Din;1080;136;50
306:15Din;1080;26;48
306:17Din;1080;38;48
306:19Din;1080;8;49
306:1Din;1080;252;51
306:21Din;1080;53;47
306:23Din;1080;144;48
306:25Din;1080;62;50
306:27Din;1080;265;49
306:29Din;1080;208;49
306:3Din;1080;258;48
306:5Din;1080;232;48
306:7Din;1080;56;50
306:9Din;1080;111;49
402:10Din;1080;85;49
402:12Din;1080;103;50
402:14Din;1080;75;51
402:16Din;1080;106;50
402:18Din;1080;41;51
402:1Din;1080;189;48
402:3Din;1080;202;50
402:5Din;1080;175;49
402:8Din;1080;5;50
404:11Din;1080;53;49
404:13Din;1080;185;47
404:15Din;1080;126;49
404:17Din;1080;0;51
404:1Din;1080;164;49
404:20Din;1080;37;51
404:21Din;1080;205;50
404:23Din;1080;116;48
404:3Din;1080;176;50
404:5Din;1080;54;47
404:8Din;1080;173;51
404:9Din;1080;225;48
502:11Din;1080;239;46
502:13Din;1080;163;49
502:15Din;1080;71;48
502:17Din;1080;161;50
502:19Din;1080;174;48
502:1Din;1080;245;50
502:21Din;1080;287;49
502:23Din;1080;156;48
502:3Din;1080;161;49
502:5Din;1080;223;51
502:7Din;1080;263;50
502:9Din;1080;169;49
601:11Din;1080;84;49
601:13Din;1080;59;50
601:15Din;1080;0;48
601:17Din;1080;6;50
601:1Din;1080;35;48
601:5Din;1080;1;50
601:7Din;1080;29;49
302:11Din;1140;93;52
302:13Din;1140;46;47
302:15Din;1140;58;50
302:17Din;1140;24;50
302:19Din;1140;20;50
302:1Din;1140;2;49
302:21Din;1140;91;50
302:22Din;1140;50;51
302:24Din;1140;39;50
302:25Din;1140;85;51
302:27Din;1140;207;49
302:29Din;1140;95;46
302:3Din;1140;9;49
302:5Din;1140;149;50
302:7Din;1140;164;49
302:9Din;1140;168;48
306:11Din;1140;66;49
306:13Din;1140;89;49
306:15Din;1140;15;49
306:17Din;1140;39;50
306:19Din;1140;7;48
306:1Din;1140;263;48
306:21Din;1140;62;49
306:23Din;1140;136;49
306:25Din;1140;51;49
306:27Din;1140;193;49
306:29Din;1140;143;49
306:3Din;1140;195;49
306:5Din;1140;187;49
306:7Din;1140;39;51
306:9Din;1140;58;49
402:10Din;1140;85;49
402:12Din;1140;90;49
402:14Din;1140;62;52
402:16Din;1140;86;50
402:18Din;1140;22;49
402:1Din;1140;187;47
402:3Din;1140;168;48
402:5Din;1140;165;49
402:8Din;1140;3;49
404:11Din;1140;63;48
404:13Din;1140;184;50
404:15Din;1140;119;49
404:17Din;1140;0;49
404:1Din;1140;118;49
404:20Din;1140;53;49
404:21Din;1140;169;49
404:23Din;1140;84;50
404:3Din;1140;145;48
404:5Din;1140;44;50
404:8Din;1140;191;50
404:9Din;1140;216;49
502:11Din;1140;212;49
502:13Din;1140;141;48
502:15Din;1140;45;50
502:17Din;1140;139;50
502:19Din;1140;77;49
502:1Din;1140;143;50
502:21Din;1140;189;51
502:23Din;1140;126;48
502:3Din;1140;104;50
502:5Din;1140;129;50
502:7Din;1140;235;47
502:9Din;1140;152;50
601:11Din;1140;75;49
601:13Din;1140;40;48
601:15Din;1140;0;48
601:17Din;1140;2;50
601:1Din;1140;19;48
601:5Din;1140;0;48
601:7Din;1140;15;47
302:11Din;1200;47;50
302:13Din;1200;27;49
302:15Din;1200;26;51
302:17Din;1200;12;48
302:19Din;1200;13;48
302:1Din;1200;3;50
302:21Din;1200;67;51
302:22Din;1200;28;48
302:24Din;1200;27;47
302:25Din;1200;36;48
302:27Din;1200;145;48
302:29Din;1200;51;51
302:3Din;1200;7;51
302:5Din;1200;61;50
302:7Din;1200;64;47
302:9Din;1200;77;49
306:11Din;1200;44;51
306:13Din;1200;41;49
306:15Din;1200;9;48
306:17Din;1200;34;47
306:19Din;1200;3;50
306:1Din;1200;197;48
306:21Din;1200;38;48
306:23Din;1200;86;50
306:25Din;1200;31;50
306:27Din;1200;69;50
306:29Din;1200;60;48
306:3Din;1200;135;48
306:5Din;1200;115;49
306:7Din;1200;32;50
306:9Din;1200;37;51
402:10Din;1200;73;49
402:12Din;1200;65;49
402:14Din;1200;51;50
402:16Din;1200;65;48
402:18Din;1200;11;49
402:1Din;1200;131;50
402:3Din;1200;90;50
402:5Din;1200;58;48
402:8Din;1200;1;49
404:11Din;1200;38;48
404:13Din;1200;119;49
404:15Din;1200;58;49
404:17Din;1200;0;50
404:1Din;1200;75;49
404:20Din;1200;66;49
404:21Din;1200;92;48
404:23Din;1200;56;48
404:3Din;1200;105;48
404:5Din;1200;13;50
404:8Din;1200;186;49
404:9Din;1200;100;50
502:11Din;1200;141;51
502:13Din;1200;79;53
502:15Din;1200;14;49
502:17Din;1200;78;46
502:19Din;1200;46;51
502:1Din;1200;53;52
502:21Din;1200;102;46
502:23Din;1200;66;49
502:3Din;1200;76;51
502:5Din;1200;49;49
502:7Din;1200;123;50
502:9Din;1200;60;48
601:11Din;1200;40;47
601:13Din;1200;20;50
601:15Din;1200;1;47
601:17Din;1200;3;47
601:1Din;1200;17;50
601:5Din;1200;0;48
601:7Din;1200;16;50
302:11Din;1260;22;50
302:13Din;1260;16;47
302:15Din;1260;18;50
302:17Din;1260;6;46
302:19Din;1260;6;47
302:1Din;1260;2;47
302:21Din;1260;35;49
302:22Din;1260;18;51
302:24Din;1260;13;51
302:25Din;1260;12;51
302:27Din;1260;80;49
302:29Din;1260;16;49
302:3Din;1260;2;48
302:5Din;1260;34;49
302:7Din;1260;34;48
302:9Din;1260;37;49
306:11Din;1260;23;47
306:13Din;1260;25;49
306:15Din;1260;3;48
306:17Din;1260;17;47
306:19Din;1260;2;48
306:1Din;1260;128;49
306:21Din;1260;19;49
306:23Din;1260;46;50
306:25Din;1260;25;50
306:27Din;1260;28;50
306:29Din;1260;24;49
306:3Din;1260;66;49
306:5Din;1260;59;48
306:7Din;1260;19;49
306:9Din;1260;14;49
402:10Din;1260;36;49
402:12Din;1260;27;47
402:14Din;1260;14;49
402:16Din;1260;24;47
402:18Din;1260;2;50
402:1Din;1260;104;48
402:3Din;1260;62;51
402:5Din;1260;38;49
402:8Din;1260;1;49
404:11Din;1260;23;50
404:13Din;1260;56;49
404:15Din;1260;40;47
404:17Din;1260;0;49
404:1Din;1260;50;50
404:20Din;1260;24;49
404:21Din;1260;55;48
404:23Din;1260;32;49
404:3Din;1260;71;51
404:5Din;1260;9;48
404:8Din;1260;103;51
404:9Din;1260;46;49
502:11Din;1260;98;50
502:13Din;1260;35;49
502:15Din;1260;9;48
502:17Din;1260;52;49
502:19Din;1260;11;49
502:1Din;1260;15;52
502:21Din;1260;43;47
502:23Din;1260;36;49
502:3Din;1260;42;48
502:5Din;1260;16;50
502:7Din;1260;54;51
502:9Din;1260;24;50
601:11Din;1260;32;49
601:13Din;1260;16;51
601:15Din;1260;2;51
601:17Din;1260;2;50
601:1Din;1260;12;50
601:5Din;1260;1;47
601:7Din;1260;11;51
302:11Din;1320;15;49
302:13Din;1320;4;51
302:15Din;1320;11;49
302:17Din;1320;4;49
302:19Din;1320;3;50
302:1Din;1320;1;47
302:21Din;1320;25;49
302:22Din;1320;12;48
302:24Din;1320;7;47
302:25Din;1320;9;50
302:27Din;1320;39;52
302:29Din;1320;13;47
302:3Din;1320;2;47
302:5Din;1320;11;49
302:7Din;1320;22;47
302:9Din;1320;21;51
306:11Din;1320;20;52
306:13Din;1320;9;48
306:15Din;1320;1;51
306:17Din;1320;8;50
306:19Din;1320;0;50
306:1Din;1320;69;50
306:21Din;1320;12;49
306:23Din;1320;35;48
306:25Din;1320;16;51
306:27Din;1320;16;49
306:29Din;1320;14;49
306:3Din;1320;41;50
306:5Din;1320;32;49
306:7Din;1320;13;51
306:9Din;1320;9;47
402:10Din;1320;20;48
402:12Din;1320;13;53
402:14Din;1320;10;47
402:16Din;1320;22;49
402:18Din;1320;0;49
402:1Din;1320;49;48
402:3Din;1320;24;48
402:5Din;1320;25;48
402:8Din;1320;1;48
404:11Din;1320;10;50
404:13Din;1320;44;49
404:15Din;1320;26;49
404:17Din;1320;0;51
404:1Din;1320;27;47
404:20Din;1320;11;51
404:21Din;1320;39;50
404:23Din;1320;23;49
404:3Din;1320;39;48
404:5Din;1320;5;49
404:8Din;1320;55;49
404:9Din;1320;18;49
502:11Din;1320;55;49
502:13Din;1320;21;49
502:15Din;1320;6;51
502:17Din;1320;26;50
502:19Din;1320;3;48
502:1Din;1320;7;48
502:21Din;1320;16;50
502:23Din;1320;12;49
502:3Din;1320;13;47
502:5Din;1320;8;51
502:7Din;1320;21;49
502:9Din;1320;12;50
601:11Din;1320;20;48
601:13Din;1320;11;46
601:15Din;1320;0;48
601:17Din;1320;1;48
601:1Din;1320;11;50
601:5Din;1320;0;53
601:7Din;1320;11;49
302:11Din;1380;12;49
302:13Din;1380;10;49
302:15Din;1380;6;48
302:17Din;1380;2;47
302:19Din;1380;2;49
302:1Din;1380;1;52
302:21Din;1380;15;48
302:22Din;1380;4;51
302:24Din;1380;3;49
302:25Din;1380;6;51
302:27Din;1380;29;49
302:29Din;1380;8;48
302:3Din;1380;1;49
302:5Din;1380;11;49
302:7Din;1380;9;48
302:9Din;1380;11;48
306:11Din;1380;18;49
306:13Din;1380;15;49
306:15Din;1380;1;50
306:17Din;1380;7;48
306:19Din;1380;0;49
306:1Din;1380;50;49
306:21Din;1380;6;51
306:23Din;1380;25;50
306:25Din;1380;14;50
306:27Din;1380;6;49
306:29Din;1380;12;48
306:3Din;1380;27;49
306:5Din;1380;18;50
306:7Din;1380;8;47
306:9Din;1380;6;49
402:10Din;1380;13;47
402:12Din;1380;4;50
402:14Din;1380;9;47
402:16Din;1380;16;48
402:18Din;1380;0;47
402:1Din;1380;43;48
402:3Din;1380;16;49
402:5Din;1380;21;49
402:8Din;1380;1;50
404:11Din;1380;8;49
404:13Din;1380;29;48
404:15Din;1380;18;50
404:17Din;1380;0;50
404:1Din;1380;17;51
404:20Din;1380;7;50
404:21Din;1380;22;47
404:23Din;1380;17;49
404:3Din;1380;31;49
404:5Din;1380;3;50
404:8Din;1380;28;47
404:9Din;1380;8;48
502:11Din;1380;45;51
502:13Din;1380;18;51
502:15Din;1380;2;50
502:17Din;1380;29;48
502:19Din;1380;4;49
502:1Din;1380;3;48
502:21Din;1380;9;49
502:23Din;1380;11;46
502:3Din;1380;8;49
502:5Din;1380;12;47
502:7Din;1380;12;50
502:9Din;1380;6;48
601:11Din;1380;11;49
601:13Din;1380;10;50
601:15Din;1380;0;49
601:17Din;1380;3;50
601:1Din;1380;7;48
601:7Din;1380;5;49
