Detector;Time;qPKW;vPKW
404:3;900;98.0;13.9
404:5;900;20.0;13.9
404:19;900;50.0;13.9
404:21;900;74.0;13.9
404:23;900;72.0;13.9
502:19;900;71.0;13.9
502:21;900;114.0;13.9
502:23;900;74.0;13.9
502:1;900;17.0;13.9
502:3;900;62.0;13.9
502:5;900;61.0;13.9
502:11;900;103.0;13.9
502:13;900;56.0;13.9
502:15;900;20.0;13.9
502:17;900;62.0;13.9
502:7;900;76.0;13.9
502:9;900;26.0;13.9
601:5;900;1.0;13.9
601:7;900;34.0;13.9
601:15;900;0.0;13.9
601:17;900;14.0;13.9
601:11;900;30.0;13.9
601:13;900;21.0;13.9
601:1;900;24.0;13.9
306:1;960;157.0;13.9
306:11;960;74.0;13.9
306:13;960;30.0;13.9
306:15;960;14.0;13.9
306:17;960;14.0;13.9
306:19;960;6.0;13.9
306:21;960;17.0;13.9
306:23;960;44.0;13.9
306:25;960;18.0;13.9
306:27;960;28.0;13.9
306:29;960;50.0;13.9
306:3;960;118.0;13.9
306:5;960;128.0;13.9
306:7;960;42.0;13.9
306:9;960;62.0;13.9
402:1;960;114.0;13.9
402:3;960;90.0;13.9
402:5;960;64.0;13.9
402:7;960;8.0;13.9
402:9;960;47.0;13.9
402:11;960;47.0;13.9
402:13;960;32.0;13.9
402:15;960;92.0;13.9
402:17;960;54.0;13.9
402:19;960;27.0;13.9
601:5;960;0.0;13.9
601:7;960;34.0;13.9
601:15;960;1.0;13.9
601:17;960;21.0;13.9
601:11;960;38.0;13.9
601:13;960;28.0;13.9
601:1;960;36.0;13.9
302:1;960;1.0;13.9
302:11;960;68.0;13.9
302:13;960;38.0;13.9
302:15;960;36.0;13.9
302:17;960;16.0;13.9
302:19;960;8.0;13.9
302:21;960;32.0;13.9
302:23;960;14.0;13.9
302:25;960;56.0;13.9
302:27;960;132.0;13.9
302:29;960;40.0;13.9
302:3;960;8.0;13.9
302:5;960;31.0;13.9
302:7;960;34.0;13.9
302:9;960;100.0;13.9
304:11;960;50.0;13.9
304:13;960;124.0;13.9
304:1;960;33.0;13.9
304:3;960;53.0;13.9
304:15;960;36.0;13.9
304:5;960;28.0;13.9
304:17;960;22.0;13.9
404:1;960;74.0;13.9
404:11;960;31.0;13.9
404:13;960;56.0;13.9
404:15;960;30.0;13.9
404:17;960;0.0;13.9
404:19;960;68.0;13.9
404:21;960;116.0;13.9
404:23;960;100.0;13.9
404:3;960;94.0;13.9
404:5;960;28.0;13.9
404:7;960;38.0;13.9
404:9;960;85.0;13.9
502:19;960;64.0;13.9
502:21;960;137.0;13.9
502:23;960;83.0;13.9
502:1;960;45.0;13.9
502:3;960;75.0;13.9
502:5;960;58.0;13.9
502:11;960;129.0;13.9
502:13;960;62.0;13.9
502:15;960;22.0;13.9
502:17;960;50.0;13.9
502:7;960;96.0;13.9
502:9;960;26.0;13.9
601:5;960;0.0;13.9
601:7;960;34.0;13.9
601:15;960;1.0;13.9
601:17;960;21.0;13.9
601:11;960;38.0;13.9
601:13;960;28.0;13.9
601:1;960;36.0;13.9
306:9;1020;70.0;13.9
306:11;1020;106.0;13.9
306:27;1020;44.0;13.9
306:29;1020;55.0;13.9
306:13;1020;48.0;13.9
306:1;1020;225.0;13.9
306:23;1020;58.0;13.9
306:15;1020;12.0;13.9
306:17;1020;26.0;13.9
306:19;1020;6.0;13.9
306:3;1020;178.0;13.9
306:5;1020;171.0;13.9
306:25;1020;20.0;13.9
306:21;1020;28.0;13.9
306:7;1020;58.0;13.9
402:1;1020;128.0;13.9
402:3;1020;93.0;13.9
402:5;1020;93.0;13.9
402:7;1020;4.0;13.9
402:9;1020;84.0;13.9
402:11;1020;52.0;13.9
402:13;1020;38.0;13.9
402:15;1020;64.0;13.9
402:17;1020;28.0;13.9
402:19;1020;16.0;13.9
601:5;1020;1.0;13.9
601:7;1020;28.0;13.9
601:15;1020;2.0;13.9
601:17;1020;10.0;13.9
601:11;1020;46.0;13.9
601:13;1020;48.0;13.9
601:1;1020;26.0;13.9
302:9;1020;94.0;13.9
302:11;1020;38.0;13.9
302:13;1020;30.0;13.9
302:25;1020;34.0;13.9
302:27;1020;176.0;13.9
302:15;1020;36.0;13.9
302:29;1020;80.0;13.9
302:17;1020;15.0;13.9
302:19;1020;13.0;13.9
302:21;1020;43.0;13.9
302:1;1020;5.0;13.9
302:3;1020;5.0;13.9
302:5;1020;38.0;13.9
302:23;1020;26.0;13.9
302:7;1020;33.0;13.9
304:11;1020;90.0;13.9
304:13;1020;174.0;13.9
304:1;1020;46.0;13.9
304:3;1020;138.0;13.9
304:15;1020;35.0;13.9
304:5;1020;74.0;13.9
304:17;1020;28.0;13.9
404:13;1020;48.0;13.9
404:15;1020;30.0;13.9
404:17;1020;0.0;13.9
404:7;1020;78.0;13.9
404:9;1020;106.0;13.9
404:11;1020;36.0;13.9
404:1;1020;82.0;13.9
404:3;1020;131.0;13.9
404:5;1020;28.0;13.9
404:19;1020;91.0;13.9
404:21;1020;178.0;13.9
404:23;1020;142.0;13.9
502:19;1020;74.0;13.9
502:21;1020;140.0;13.9
502:23;1020;74.0;13.9
502:1;1020;64.0;13.9
502:3;1020;62.0;13.9
502:5;1020;108.0;13.9
502:11;1020;130.0;13.9
502:13;1020;57.0;13.9
502:15;1020;18.0;13.9
502:17;1020;54.0;13.9
502:7;1020;92.0;13.9
502:9;1020;52.0;13.9
601:5;1020;1.0;13.9
601:7;1020;28.0;13.9
601:15;1020;2.0;13.9
601:17;1020;10.0;13.9
601:11;1020;46.0;13.9
601:13;1020;48.0;13.9
601:1;1020;26.0;13.9
306:9;1080;66.0;13.9
306:11;1080;80.0;13.9
306:27;1080;45.0;13.9
306:29;1080;46.0;13.9
306:13;1080;58.0;13.9
306:1;1080;216.0;13.9
306:23;1080;92.0;13.9
306:15;1080;10.0;13.9
306:17;1080;27.0;13.9
306:19;1080;2.0;13.9
306:3;1080;156.0;13.9
306:5;1080;170.0;13.9
306:25;1080;36.0;13.9
306:21;1080;48.0;13.9
306:7;1080;44.0;13.9
402:1;1080;145.0;13.9
402:3;1080;92.0;13.9
402:5;1080;103.0;13.9
402:7;1080;4.0;13.9
402:9;1080;60.0;13.9
402:11;1080;60.0;13.9
402:13;1080;33.0;13.9
402:15;1080;94.0;13.9
402:17;1080;37.0;13.9
402:19;1080;19.0;13.9
601:5;1080;2.0;13.9
601:7;1080;30.0;13.9
601:15;1080;3.0;13.9
601:17;1080;18.0;13.9
601:11;1080;38.0;13.9
601:13;1080;32.0;13.9
601:1;1080;23.0;13.9
302:9;1080;66.0;13.9
302:11;1080;42.0;13.9
302:13;1080;30.0;13.9
302:25;1080;34.0;13.9
302:27;1080;173.0;13.9
302:15;1080;45.0;13.9
302:29;1080;61.0;13.9
302:17;1080;18.0;13.9
302:19;1080;13.0;13.9
302:21;1080;72.0;13.9
302:1;1080;3.0;13.9
302:3;1080;4.0;13.9
302:5;1080;80.0;13.9
302:23;1080;24.0;13.9
302:7;1080;48.0;13.9
304:11;1080;55.0;13.9
304:13;1080;119.0;13.9
304:1;1080;31.0;13.9
304:3;1080;60.0;13.9
304:15;1080;22.0;13.9
304:5;1080;68.0;13.9
304:17;1080;44.0;13.9
404:13;1080;130.0;13.9
404:15;1080;74.0;13.9
404:17;1080;0.0;13.9
404:7;1080;107.0;13.9
404:9;1080;91.0;13.9
404:11;1080;45.0;13.9
404:1;1080;80.0;13.9
404:3;1080;92.0;13.9
404:5;1080;13.0;13.9
404:19;1080;84.0;13.9
404:21;1080;124.0;13.9
404:23;1080;98.0;13.9
502:19;1080;79.0;13.9
502:21;1080;192.0;13.9
502:23;1080;110.0;13.9
502:1;1080;58.0;13.9
502:3;1080;75.0;13.9
502:5;1080;68.0;13.9
502:11;1080;184.0;13.9
502:13;1080;57.0;13.9
502:15;1080;18.0;13.9
502:17;1080;73.0;13.9
502:7;1080;142.0;13.9
502:9;1080;50.0;13.9
601:5;1080;2.0;13.9
601:7;1080;30.0;13.9
601:15;1080;3.0;13.9
601:17;1080;18.0;13.9
601:11;1080;38.0;13.9
601:13;1080;32.0;13.9
601:1;1080;23.0;13.9
306:9;1140;50.0;13.9
306:11;1140;44.0;13.9
306:27;1140;34.0;13.9
306:29;1140;32.0;13.9
306:13;1140;38.0;13.9
306:1;1140;213.0;13.9
306:23;1140;69.0;13.9
306:15;1140;4.0;13.9
306:17;1140;26.0;13.9
306:19;1140;5.0;13.9
306:3;1140;120.0;13.9
306:5;1140;109.0;13.9
306:25;1140;40.0;13.9
306:21;1140;28.0;13.9
306:7;1140;34.0;13.9
402:1;1140;164.0;13.9
402:3;1140;98.0;13.9
402:5;1140;88.0;13.9
402:7;1140;4.0;13.9
402:9;1140;65.0;13.9
402:11;1140;64.0;13.9
402:13;1140;39.0;13.9
402:15;1140;86.0;13.9
402:17;1140;42.0;13.9
402:19;1140;27.0;13.9
601:1;1140;16.0;13.9
601:11;1140;42.0;13.9
601:13;1140;24.0;13.9
601:15;1140;0.0;13.9
601:17;1140;6.0;13.9
601:5;1140;0.0;13.9
601:7;1140;12.0;13.9
302:9;1140;68.0;13.9
302:11;1140;73.0;13.9
302:13;1140;29.0;13.9
302:25;1140;23.0;13.9
302:27;1140;144.0;13.9
302:15;1140;34.0;13.9
302:29;1140;52.0;13.9
302:17;1140;13.0;13.9
302:19;1140;12.0;13.9
302:21;1140;44.0;13.9
302:1;1140;4.0;13.9
302:3;1140;10.0;13.9
302:5;1140;30.0;13.9
302:23;1140;26.0;13.9
302:7;1140;42.0;13.9
304:11;1140;49.0;13.9
304:13;1140;82.0;13.9
304:1;1140;30.0;13.9
304:3;1140;68.0;13.9
304:15;1140;7.0;13.9
304:5;1140;62.0;13.9
304:17;1140;33.0;13.9
404:13;1140;106.0;13.9
404:15;1140;56.0;13.9
404:7;1140;67.0;13.9
404:9;1140;62.0;13.9
404:11;1140;44.0;13.9
404:1;1140;66.0;13.9
404:3;1140;82.0;13.9
404:5;1140;8.0;13.9
404:19;1140;34.0;13.9
404:21;1140;121.0;13.9
404:23;1140;64.0;13.9
502:19;1140;81.0;13.9
502:21;1140;122.0;13.9
502:23;1140;86.0;13.9
502:1;1140;28.0;13.9
502:3;1140;74.0;13.9
502:5;1140;66.0;13.9
502:11;1140;140.0;13.9
502:13;1140;64.0;13.9
502:15;1140;20.0;13.9
502:17;1140;46.0;13.9
502:7;1140;85.0;13.9
502:9;1140;56.0;13.9
601:1;1140;16.0;13.9
601:11;1140;42.0;13.9
601:13;1140;24.0;13.9
601:15;1140;0.0;13.9
601:17;1140;6.0;13.9
601:5;1140;0.0;13.9
601:7;1140;12.0;13.9
306:9;1200;16.0;13.9
306:11;1200;26.0;13.9
306:27;1200;26.0;13.9
306:29;1200;20.0;13.9
306:13;1200;28.0;13.9
306:1;1200;130.0;13.9
306:23;1200;51.0;13.9
306:15;1200;6.0;13.9
306:17;1200;18.0;13.9
306:19;1200;0.0;13.9
306:3;1200;76.0;13.9
306:5;1200;62.0;13.9
306:25;1200;23.0;13.9
306:21;1200;20.0;13.9
306:7;1200;20.0;13.9
402:1;1200;112.0;13.9
402:3;1200;56.0;13.9
402:5;1200;41.0;13.9
402:7;1200;2.0;13.9
402:9;1200;52.0;13.9
402:11;1200;32.0;13.9
402:13;1200;34.0;13.9
402:15;1200;44.0;13.9
402:17;1200;20.0;13.9
402:19;1200;17.0;13.9
601:1;1200;8.0;13.9
601:11;1200;32.0;13.9
601:13;1200;16.0;13.9
601:15;1200;0.0;13.9
601:17;1200;2.0;13.9
601:5;1200;0.0;13.9
601:7;1200;8.0;13.9
302:9;1200;72.0;13.9
302:11;1200;34.0;13.9
302:13;1200;21.0;13.9
302:25;1200;14.0;13.9
302:27;1200;86.0;13.9
302:15;1200;19.0;13.9
302:29;1200;23.0;13.9
302:17;1200;6.0;13.9
302:19;1200;11.0;13.9
302:21;1200;45.0;13.9
302:1;1200;2.0;13.9
302:3;1200;4.0;13.9
302:5;1200;22.0;13.9
302:23;1200;18.0;13.9
302:7;1200;29.0;13.9
304:11;1200;33.0;13.9
304:13;1200;56.0;13.9
304:1;1200;12.0;13.9
304:3;1200;48.0;13.9
304:15;1200;8.0;13.9
304:5;1200;20.0;13.9
304:17;1200;16.0;13.9
404:13;1200;48.0;13.9
404:15;1200;34.0;13.9
404:7;1200;31.0;13.9
404:9;1200;29.0;13.9
404:11;1200;14.0;13.9
404:1;1200;34.0;13.9
404:3;1200;50.0;13.9
404:5;1200;4.0;13.9
404:19;1200;8.0;13.9
404:21;1200;56.0;13.9
404:23;1200;32.0;13.9
502:19;1200;44.0;13.9
502:21;1200;68.0;13.9
502:23;1200;33.0;13.9
502:1;1200;10.0;13.9
502:3;1200;42.0;13.9
502:5;1200;30.0;13.9
502:11;1200;100.0;13.9
502:13;1200;36.0;13.9
502:15;1200;8.0;13.9
502:17;1200;52.0;13.9
502:7;1200;84.0;13.9
502:9;1200;40.0;13.9
601:1;1200;8.0;13.9
601:11;1200;32.0;13.9
601:13;1200;16.0;13.9
601:15;1200;0.0;13.9
601:17;1200;2.0;13.9
601:5;1200;0.0;13.9
601:7;1200;8.0;13.9
306:9;1260;8.0;13.9
306:11;1260;18.0;13.9
306:27;1260;16.0;13.9
306:29;1260;16.0;13.9
306:13;1260;10.0;13.9
306:1;1260;96.0;13.9
306:23;1260;34.0;13.9
306:15;1260;2.0;13.9
306:17;1260;11.0;13.9
306:19;1260;2.0;13.9
306:3;1260;46.0;13.9
306:5;1260;40.0;13.9
306:25;1260;23.0;13.9
306:21;1260;11.0;13.9
306:7;1260;14.0;13.9
402:1;1260;58.0;13.9
402:11;1260;16.0;13.9
402:13;1260;7.0;13.9
402:15;1260;18.0;13.9
402:17;1260;19.0;13.9
402:19;1260;6.0;13.9
402:3;1260;27.0;13.9
402:5;1260;24.0;13.9
402:7;1260;0.0;13.9
402:9;1260;28.0;13.9
601:1;1260;4.0;13.9
601:11;1260;17.0;13.9
601:13;1260;14.0;13.9
601:15;1260;2.0;13.9
601:17;1260;2.0;13.9
601:5;1260;0.0;13.9
601:7;1260;7.0;13.9
302:9;1260;26.0;13.9
302:11;1260;32.0;13.9
302:13;1260;16.0;13.9
302:25;1260;10.0;13.9
302:27;1260;62.0;13.9
302:15;1260;14.0;13.9
302:29;1260;13.0;13.9
302:17;1260;1.0;13.9
302:19;1260;6.0;13.9
302:21;1260;28.0;13.9
302:1;1260;2.0;13.9
302:3;1260;2.0;13.9
302:5;1260;19.0;13.9
302:23;1260;15.0;13.9
302:7;1260;14.0;13.9
304:11;1260;16.0;13.9
304:13;1260;31.0;13.9
304:1;1260;9.0;13.9
304:3;1260;28.0;13.9
304:15;1260;4.0;13.9
304:5;1260;22.0;13.9
304:17;1260;12.0;13.9
404:13;1260;36.0;13.9
404:15;1260;24.0;13.9
404:7;1260;28.0;13.9
404:9;1260;34.0;13.9
404:11;1260;18.0;13.9
404:1;1260;40.0;13.9
404:3;1260;40.0;13.9
404:5;1260;8.0;13.9
404:19;1260;19.0;13.9
404:21;1260;45.0;13.9
404:23;1260;14.0;13.9
502:19;1260;14.0;13.9
502:21;1260;30.0;13.9
502:23;1260;21.0;13.9
502:1;1260;19.0;13.9
502:3;1260;36.0;13.9
502:5;1260;16.0;13.9
502:11;1260;105.0;13.9
502:13;1260;49.0;13.9
502:15;1260;7.0;13.9
502:17;1260;13.0;13.9
502:7;1260;33.0;13.9
502:9;1260;13.0;13.9
601:1;1260;4.0;13.9
601:11;1260;17.0;13.9
601:13;1260;14.0;13.9
601:15;1260;2.0;13.9
601:17;1260;2.0;13.9
601:5;1260;0.0;13.9
601:7;1260;7.0;13.9
306:9;1320;6.0;13.9
306:11;1320;16.0;13.9
306:27;1320;8.0;13.9
306:29;1320;10.0;13.9
306:13;1320;8.0;13.9
306:1;1320;60.0;13.9
306:23;1320;22.0;13.9
306:15;1320;2.0;13.9
306:17;1320;9.0;13.9
306:19;1320;1.0;13.9
306:3;1320;32.0;13.9
306:5;1320;32.0;13.9
306:25;1320;18.0;13.9
306:21;1320;10.0;13.9
306:7;1320;14.0;13.9
402:1;1320;44.0;13.9
402:3;1320;18.0;13.9
402:5;1320;22.0;13.9
402:7;1320;1.0;13.9
402:9;1320;14.0;13.9
402:11;1320;26.0;13.9
402:13;1320;12.0;13.9
402:15;1320;36.0;13.9
402:17;1320;20.0;13.9
402:19;1320;4.0;13.9
601:7;1320;8.0;13.9
601:15;1320;0.0;13.9
601:17;1320;2.0;13.9
601:11;1320;10.0;13.9
601:13;1320;7.0;13.9
601:1;1320;12.0;13.9
302:9;1320;19.0;13.9
302:11;1320;17.0;13.9
302:13;1320;8.0;13.9
302:25;1320;6.0;13.9
302:27;1320;40.0;13.9
302:15;1320;10.0;13.9
302:29;1320;8.0;13.9
302:17;1320;2.0;13.9
302:19;1320;3.0;13.9
302:21;1320;16.0;13.9
302:1;1320;2.0;13.9
302:3;1320;0.0;13.9
302:5;1320;11.0;13.9
302:23;1320;12.0;13.9
302:7;1320;14.0;13.9
304:11;1320;10.0;13.9
304:13;1320;20.0;13.9
304:1;1320;6.0;13.9
304:3;1320;22.0;13.9
304:15;1320;6.0;13.9
304:5;1320;13.0;13.9
304:17;1320;10.0;13.9
404:13;1320;39.0;13.9
404:15;1320;12.0;13.9
404:7;1320;15.0;13.9
404:9;1320;12.0;13.9
404:11;1320;16.0;13.9
404:1;1320;22.0;13.9
404:3;1320;28.0;13.9
404:5;1320;5.0;13.9
404:19;1320;6.0;13.9
404:21;1320;42.0;13.9
404:23;1320;10.0;13.9
502:19;1320;2.0;13.9
502:21;1320;17.0;13.9
502:23;1320;11.0;13.9
502:1;1320;8.0;13.9
502:3;1320;19.0;13.9
502:5;1320;8.0;13.9
502:11;1320;73.0;13.9
502:13;1320;20.0;13.9
502:15;1320;2.0;13.9
502:17;1320;14.0;13.9
502:7;1320;14.0;13.9
502:9;1320;10.0;13.9
601:7;1320;8.0;13.9
601:15;1320;0.0;13.9
601:17;1320;2.0;13.9
601:11;1320;10.0;13.9
601:13;1320;7.0;13.9
601:1;1320;12.0;13.9
